CNPJ_FUNDO,DT_COMPTC,VL_TOTAL,VL_QUOTA,VL_PATRIM_LIQ,CAPTC_DIA,RESG_DIA,NR_COTST
9577098000119,2008-12-17,1518611.1,1.0,1000000.0,1000000.0,0.0,1
9577098000119,2008-12-18,1848680.79,1.00215,1002150.43,0.0,0.0,1
9577098000119,2008-12-19,1964709.4,1.0006959999999998,1000696.0,0.0,0.0,1
9577098000119,2008-12-22,921783.62,0.9723219999999999,972322.91,0.0,0.0,1
9577098000119,2008-12-23,898268.7,0.949509,949509.22,0.0,0.0,1
9577098000119,2008-12-24,898268.7,0.9494100000000001,949410.65,0.0,0.0,1
9577098000119,2008-12-26,914587.6,0.965667,965667.1,0.0,0.0,1
9577098000119,2008-12-29,934879.12,0.969458,969458.0,0.0,0.0,1
9577098000119,2008-12-30,946726.1,0.98314,983140.03,0.0,0.0,1
9577098000119,2008-12-31,946726.1,0.983038,983038.79,0.0,0.0,1
9577098000119,2009-01-02,996585.0,1.029257,1029257.43,0.0,0.0,1
9577098000119,2009-01-05,1018659.2,1.067352,1067352.67,0.0,0.0,1
9577098000119,2009-01-06,1056519.5,1.094589,1094589.42,0.0,0.0,1
9577098000119,2009-01-07,969621.74,1.058485,1058485.07,0.0,0.0,1
9577098000119,2009-01-08,991967.1,1.0818219999999998,1081822.27,0.0,0.0,1
9577098000119,2009-01-09,1022225.96,1.080163,1080163.21,0.0,0.0,1
9577098000119,2009-01-12,981721.78,1.036643,1036643.8,0.0,0.0,1
9577098000119,2009-01-13,1072176.2,1.045578,1045578.28,0.0,0.0,1
9577098000119,2009-01-14,1011193.34,1.008728,1008728.26,0.0,0.0,1
9577098000119,2009-01-15,1030542.6,1.029976,1029976.24,0.0,0.0,1
9577098000119,2009-01-16,1039992.92,1.042373,1042373.89,0.0,0.0,1
9577098000119,2009-01-19,1035039.9,1.031705,1031705.72,0.0,0.0,1
9577098000119,2009-01-20,995810.57,1.008845,1008845.41,0.0,0.0,1
9577098000119,2009-01-21,1019279.37,1.016704,1016704.83,0.0,0.0,1
9577098000119,2009-01-22,997070.79,1.010886,1010886.33,0.0,0.0,1
9577098000119,2009-01-23,1004992.1,1.018302,1018302.34,0.0,0.0,1
9577098000119,2009-01-26,1022735.59,1.023473,1023473.97,0.0,0.0,1
9577098000119,2009-01-27,1046646.0,1.031149,1031149.06,0.0,0.0,1
9577098000119,2009-01-28,1086236.97,1.070397,1070397.14,0.0,0.0,1
9577098000119,2009-01-29,1061614.0,1.055521,1055521.06,0.0,0.0,1
9577098000119,2009-01-30,1059514.25,1.052021,1052021.94,0.0,0.0,1
9577098000119,2009-02-02,1051631.0,1.041687,1041687.33,0.0,0.0,1
9577098000119,2009-02-03,1072169.58,1.063251,1063251.33,0.0,0.0,1
9577098000119,2009-02-04,1098485.83,1.06894,1068940.39,0.0,0.0,1
9577098000119,2009-02-05,1120639.58,1.0906360000000002,1090636.8,0.0,0.0,1
9577098000119,2009-02-06,1153977.33,1.126706,1126706.64,0.0,0.0,1
9577098000119,2009-02-09,1124499.85,1.1171959999999999,1117196.25,0.0,0.0,1
9577098000119,2009-02-10,1111101.38,1.10188,1101880.02,0.0,0.0,1
9577098000119,2009-02-11,1109659.1,1.0987870000000002,1098787.35,0.0,0.0,1
9577098000119,2009-02-12,1097119.24,1.092249,1092249.79,0.0,0.0,1
9577098000119,2009-02-13,1100901.03,1.121151,1121151.12,0.0,0.0,1
9577098000119,2009-02-16,2990975.61,1.131699,2131699.47,1000000.0,0.0,1
9577098000119,2009-02-17,2931763.44,1.092692,2058224.35,0.0,0.0,1
9577098000119,2009-02-18,2956564.44,1.095638,2063774.39,0.0,0.0,1
9577098000119,2009-02-19,2167727.56,1.103575,2078724.11,0.0,0.0,1
9577098000119,2009-02-20,2124217.11,1.0806950000000002,2035626.48,0.0,0.0,1
9577098000119,2009-02-25,2116258.46,1.075524,2025886.24,0.0,0.0,1
9577098000119,2009-02-26,2052005.13,1.0790959999999998,2032615.92,0.0,0.0,1
9577098000119,2009-02-27,3888581.94,1.089346,3051921.74,1000000.0,0.0,1
9577098000119,2009-03-02,3785125.52,1.040154,2914106.78,0.0,0.0,1
9577098000119,2009-03-03,5781565.0,1.043141,3922473.39,1000000.0,0.0,1
9577098000119,2009-03-04,5256706.79,1.088754,4093990.41,0.0,0.0,1
9577098000119,2009-03-05,5159267.99,1.063454,3998856.89,0.0,0.0,1
9577098000119,2009-03-06,4151309.0,1.059081,3982415.03,0.0,0.0,1
9577098000119,2009-03-09,3956049.0,1.048409,3942283.85,0.0,0.0,1
9577098000119,2009-03-10,4119627.0,1.092692,4108801.02,0.0,0.0,1
9577098000119,2009-03-11,4118700.0,1.09239,4107663.56,0.0,0.0,1
9577098000119,2009-03-12,4149532.99,1.100604,4138552.06,0.0,0.0,1
9577098000119,2009-03-13,4131343.79,1.096518,4123186.38,0.0,0.0,1
9577098000119,2009-03-16,4092677.0,1.086156,4084220.65,0.0,0.0,1
9577098000119,2009-03-17,4157139.2,1.103007,4147587.95,0.0,0.0,1
9577098000119,2009-03-18,4217458.4,1.1182,4204714.52,0.0,0.0,1
9577098000119,2009-03-19,4185290.01,1.1253959999999998,4231776.63,0.0,0.0,1
9577098000119,2009-03-20,4183122.1,1.121297,4216363.06,0.0,0.0,1
9577098000119,2009-03-23,4376357.42,1.173492,4412627.61,0.0,0.0,1
9577098000119,2009-03-24,4365890.12,1.152907,4335224.65,0.0,0.0,1
9577098000119,2009-03-25,4390898.41,1.163246,4374101.36,0.0,0.0,1
9577098000119,2009-03-26,4469940.7,1.189061,4471169.41,0.0,0.0,1
9577098000119,2009-03-27,4350535.11,1.170908,4402910.34,0.0,0.0,1
9577098000119,2009-03-30,4361037.88,1.139124,4283393.88,0.0,0.0,1
9577098000119,2009-03-31,4404419.4,1.145352,4306816.06,0.0,0.0,1
9577098000119,2009-04-01,4548105.51,1.172299,4408141.75,0.0,0.0,1
9577098000119,2009-04-02,4595051.29,1.21868,4582546.15,0.0,0.0,1
9577098000119,2009-04-03,4723536.19,1.248657,4695267.02,0.0,0.0,1
9577098000119,2009-04-06,4616900.59,1.244686,4680337.11,0.0,0.0,1
9577098000119,2009-04-07,4657597.3,1.243685,4676569.63,0.0,0.0,1
9577098000119,2009-04-08,4754512.6,1.253583,4713788.53,0.0,0.0,1
9577098000119,2009-04-09,4964316.45,1.289439,4848618.18,0.0,0.0,1
9577098000119,2009-04-13,4957286.31,1.301451,4893787.63,0.0,0.0,1
9577098000119,2009-04-14,4828676.51,1.286559,4837786.49,0.0,0.0,1
9577098000119,2009-04-15,4886064.1,1.293152,4862579.14,0.0,0.0,1
9577098000119,2009-04-16,4965067.64,1.326198,4986842.39,0.0,0.0,1
9577098000119,2009-04-17,5039144.11,1.321383,5028733.52,60000.0,0.0,2
9577098000119,2009-04-20,4889223.19,1.286727,4896845.91,0.0,0.0,2
9577098000119,2009-04-22,5009659.23,1.302833,4958141.81,0.0,0.0,2
9577098000119,2009-04-23,5241585.56,1.329115,5058162.12,0.0,0.0,2
9577098000119,2009-04-24,5266099.53,1.364846,5194139.33,0.0,0.0,2
9577098000119,2009-04-27,5301108.44,1.34904,5133988.32,0.0,0.0,2
9577098000119,2009-04-28,5153275.43,1.3509360000000001,5141203.74,0.0,0.0,2
9577098000119,2009-04-29,5418309.47,1.386881,5277996.93,0.0,0.0,2
9577098000119,2009-04-30,5455985.8,1.392256,5298453.87,0.0,0.0,2
9577098000119,2009-05-04,5751056.49,1.474856,5612800.47,0.0,0.0,2
9577098000119,2009-05-05,5585146.13,1.475092,5613697.61,0.0,0.0,2
9577098000119,2009-05-06,5626100.91,1.494723,5688409.85,0.0,0.0,2
9577098000119,2009-05-07,5573317.59,1.463323,5568912.37,0.0,0.0,2
9577098000119,2009-05-08,5925885.78,1.507568,5737291.73,0.0,0.0,2
9577098000119,2009-05-11,5810921.44,1.495717,5692192.57,0.0,0.0,2
